Flight Number,Departure Airport,Arrival Airport,Departure Time,Arrival Time,Delay Minutes,Weather Condition,Delay Reason,Airline
AI470,ATL,DFW,2025-02-13 12:00:00,2025-02-13 15:00:00,22,Clear,Air Traffic,Air France
AI802,DFW,JFK,2025-03-28 08:00:00,2025-03-28 10:00:00,18,Storm,Crew Issues,Air France
EM522,SIN,ATL,2025-03-14 16:00:00,2025-03-14 19:00:00,3,Clear,Air Traffic,Emirates
DE808,LAX,AMS,2025-03-12 16:00:00,2025-03-13 00:00:00,12,Clear,Weather,Delta
UN156,ATL,DXB,2025-01-29 08:00:00,2025-01-29 13:00:00,13,Storm,Weather,United
LU364,ORD,LAX,2025-01-17 23:00:00,2025-01-18 03:00:00,0,Clear,No Delay,Lufthansa
UN146,CDG,ORD,2025-03-27 18:00:00,2025-03-27 23:00:00,16,Clear,Air Traffic,United
LU683,LHR,AMS,2025-01-18 15:00:00,2025-01-18 18:00:00,176,Fog,Technical Issue,Lufthansa
AM812,AMS,LAX,2025-03-12 03:00:00,2025-03-12 06:00:00,26,Clear,Weather,American Airlines
LU508,CDG,ORD,2025-02-04 17:00:00,2025-02-04 23:00:00,157,Storm,Security,Lufthansa
DE100,LAX,LHR,2025-01-31 22:00:00,2025-02-01 03:00:00,22,Clear,Weather,Delta
LU970,LHR,SIN,2025-01-12 09:00:00,2025-01-12 15:00:00,41,Fog,Weather,Lufthansa
AM351,LAX,ORD,2025-03-15 14:00:00,2025-03-16 01:00:00,70,Snow,Air Traffic,American Airlines
UN655,LHR,CDG,2025-02-03 05:00:00,2025-02-03 08:00:00,57,Storm,Weather,United
EM431,AMS,LAX,2025-02-01 02:00:00,2025-02-01 06:00:00,9,Clear,Weather,Emirates
LU745,JFK,CDG,2025-01-13 23:00:00,2025-01-14 02:00:00,6,Clear,Air Traffic,Lufthansa
AM582,ORD,AMS,2025-03-15 08:00:00,2025-03-15 12:00:00,5,Clear,Crew Issues,American Airlines
EM423,ORD,DFW,2025-02-09 15:00:00,2025-02-09 22:00:00,23,Clear,Technical Issue,Emirates
EM279,AMS,JFK,2025-02-05 07:00:00,2025-02-05 09:00:00,8,Clear,Crew Issues,Emirates
LU714,LAX,DFW,2025-02-12 21:00:00,2025-02-13 05:00:00,139,Heavy Rain,Air Traffic,Lufthansa
EM646,LHR,SIN,2025-02-26 20:00:00,2025-02-27 05:00:00,24,Clear,Air Traffic,Emirates
UN678,ORD,DXB,2025-01-05 10:00:00,2025-01-05 18:00:00,9,Clear,Air Traffic,United
UN563,CDG,LHR,2025-03-07 05:00:00,2025-03-07 15:00:00,19,Clear,Weather,United
AI741,DXB,LHR,2025-02-08 16:00:00,2025-02-08 23:00:00,90,Fog,Air Traffic,Air France
DE889,AMS,ATL,2025-03-30 14:00:00,2025-03-30 16:00:00,164,Snow,Air Traffic,Delta
UN690,LAX,AMS,2025-01-18 05:00:00,2025-01-18 12:00:00,29,Clear,Technical Issue,United
AI780,SIN,LAX,2025-03-28 00:00:00,2025-03-28 07:00:00,97,Storm,Security,Air France
EM227,DFW,CDG,2025-02-22 06:00:00,2025-02-22 11:00:00,90,Storm,Weather,Emirates
UN659,LHR,DFW,2025-02-28 05:00:00,2025-02-28 11:00:00,52,Heavy Rain,Security,United
EM471,ORD,SIN,2025-03-05 21:00:00,2025-03-06 08:00:00,3,Clear,Technical Issue,Emirates
AM263,JFK,LHR,2025-02-27 10:00:00,2025-02-27 12:00:00,101,Snow,Crew Issues,American Airlines
AM585,LAX,JFK,2025-03-04 02:00:00,2025-03-04 06:00:00,102,Fog,Air Traffic,American Airlines
UN287,ATL,ORD,2025-03-04 18:00:00,2025-03-04 21:00:00,68,Snow,Security,United
AM488,AMS,LAX,2025-03-17 03:00:00,2025-03-17 10:00:00,69,Heavy Rain,Crew Issues,American Airlines
DE755,SIN,DFW,2025-03-31 05:00:00,2025-03-31 16:00:00,29,Clear,Air Traffic,Delta
AM777,DFW,ORD,2025-02-21 14:00:00,2025-02-21 23:00:00,148,Heavy Rain,Security,American Airlines
AI632,SIN,AMS,2025-02-15 10:00:00,2025-02-15 19:00:00,20,Clear,Air Traffic,Air France
UN348,CDG,ORD,2025-03-04 20:00:00,2025-03-05 05:00:00,25,Clear,Air Traffic,United
DE843,DXB,AMS,2025-03-21 03:00:00,2025-03-21 08:00:00,4,Clear,Weather,Delta
AM315,AMS,LHR,2025-01-31 13:00:00,2025-01-31 19:00:00,8,Clear,Weather,American Airlines
UN775,SIN,ORD,2025-02-18 10:00:00,2025-02-18 19:00:00,132,Fog,Security,United
LU764,DXB,LAX,2025-01-25 08:00:00,2025-01-25 14:00:00,86,Storm,Air Traffic,Lufthansa
LU761,AMS,ORD,2025-01-06 05:00:00,2025-01-06 11:00:00,81,Snow,Security,Lufthansa
EM577,DFW,ATL,2025-01-24 15:00:00,2025-01-24 20:00:00,128,Storm,Weather,Emirates
EM548,DXB,ORD,2025-02-15 22:00:00,2025-02-16 07:00:00,11,Clear,Weather,Emirates
DE878,CDG,ORD,2025-01-24 03:00:00,2025-01-24 12:00:00,16,Clear,Weather,Delta
UN202,JFK,ATL,2025-03-09 10:00:00,2025-03-09 16:00:00,9,Clear,Weather,United
DE968,DXB,LAX,2025-03-28 06:00:00,2025-03-28 14:00:00,6,Heavy Rain,Security,Delta
EM100,LAX,SIN,2025-03-12 03:00:00,2025-03-12 08:00:00,3,Clear,Weather,Emirates
AM676,CDG,ORD,2025-01-30 21:00:00,2025-01-31 02:00:00,24,Clear,Technical Issue,American Airlines
LU791,DFW,ORD,2025-01-22 23:00:00,2025-01-23 04:00:00,99,Snow,Weather,Lufthansa
LU714,DFW,LAX,2025-02-19 15:00:00,2025-02-20 01:00:00,1,Clear,Air Traffic,Lufthansa
AI660,LHR,AMS,2025-03-31 20:00:00,2025-03-31 22:00:00,158,Heavy Rain,Weather,Air France
AM613,DFW,LAX,2025-02-17 13:00:00,2025-02-17 15:00:00,102,Heavy Rain,Weather,American Airlines
AI858,ORD,SIN,2025-03-24 04:00:00,2025-03-24 07:00:00,11,Clear,Technical Issue,Air France
DE532,ORD,AMS,2025-03-22 09:00:00,2025-03-22 20:00:00,68,Heavy Rain,Security,Delta
AI731,JFK,DFW,2025-01-18 08:00:00,2025-01-18 18:00:00,17,Clear,Air Traffic,Air France
AI998,SIN,ATL,2025-03-23 17:00:00,2025-03-24 03:00:00,6,Clear,Weather,Air France
LU669,ORD,LAX,2025-03-03 09:00:00,2025-03-03 16:00:00,17,Clear,Crew Issues,Lufthansa
LU197,DXB,SIN,2025-03-18 03:00:00,2025-03-18 11:00:00,91,Fog,Weather,Lufthansa
AI678,DFW,LHR,2025-03-10 12:00:00,2025-03-10 22:00:00,0,Clear,No Delay,Air France
DE790,LAX,ATL,2025-03-31 08:00:00,2025-03-31 19:00:00,2,Clear,Air Traffic,Delta
LU146,LHR,ORD,2025-02-24 22:00:00,2025-02-25 08:00:00,21,Clear,Weather,Lufthansa
AM482,LAX,ORD,2025-03-18 13:00:00,2025-03-18 19:00:00,11,Clear,Air Traffic,American Airlines
UN412,DXB,LAX,2025-01-30 06:00:00,2025-01-30 13:00:00,66,Storm,Crew Issues,United
UN757,CDG,DFW,2025-03-11 10:00:00,2025-03-11 21:00:00,10,Heavy Rain,Air Traffic,United
EM991,DFW,ATL,2025-02-21 13:00:00,2025-02-21 20:00:00,29,Clear,Weather,Emirates
EM942,CDG,LAX,2025-02-26 14:00:00,2025-02-27 00:00:00,7,Clear,Security,Emirates
UN512,CDG,ORD,2025-03-28 07:00:00,2025-03-28 18:00:00,18,Clear,Technical Issue,United
UN963,LHR,SIN,2025-02-02 18:00:00,2025-02-03 00:00:00,110,Fog,Crew Issues,United
AM890,CDG,DFW,2025-03-10 16:00:00,2025-03-11 03:00:00,12,Storm,Weather,American Airlines
AI997,JFK,ORD,2025-01-30 15:00:00,2025-01-30 23:00:00,175,Storm,Technical Issue,Air France
LU941,JFK,LHR,2025-02-15 17:00:00,2025-02-16 00:00:00,17,Clear,Technical Issue,Lufthansa
AM377,JFK,CDG,2025-03-03 05:00:00,2025-03-03 12:00:00,25,Clear,Technical Issue,American Airlines
UN600,ORD,CDG,2025-02-17 06:00:00,2025-02-17 15:00:00,12,Clear,Technical Issue,United
AM841,LHR,SIN,2025-03-20 19:00:00,2025-03-20 22:00:00,50,Heavy Rain,Crew Issues,American Airlines
UN714,ORD,DXB,2025-02-28 05:00:00,2025-02-28 13:00:00,16,Clear,Air Traffic,United
DE190,DXB,ATL,2025-03-17 04:00:00,2025-03-17 08:00:00,29,Clear,Technical Issue,Delta
UN273,LAX,SIN,2025-01-02 04:00:00,2025-01-02 13:00:00,3,Clear,Crew Issues,United
AM869,ORD,LHR,2025-01-15 09:00:00,2025-01-15 19:00:00,9,Clear,Weather,American Airlines
AI867,CDG,LHR,2025-03-07 05:00:00,2025-03-07 09:00:00,28,Clear,Weather,Air France
EM860,DXB,JFK,2025-02-22 02:00:00,2025-02-22 09:00:00,8,Clear,Air Traffic,Emirates
EM116,JFK,AMS,2025-01-27 09:00:00,2025-01-27 16:00:00,43,Storm,Technical Issue,Emirates
AI168,CDG,ATL,2025-01-03 11:00:00,2025-01-03 19:00:00,45,Snow,Security,Air France
AI273,DXB,DFW,2025-01-11 04:00:00,2025-01-11 08:00:00,158,Storm,Technical Issue,Air France
AM101,DFW,ORD,2025-03-01 10:00:00,2025-03-01 18:00:00,7,Clear,Technical Issue,American Airlines
EM137,LHR,DFW,2025-01-21 04:00:00,2025-01-21 09:00:00,92,Storm,Air Traffic,Emirates
DE612,ATL,LAX,2025-01-25 01:00:00,2025-01-25 11:00:00,168,Snow,Weather,Delta
EM889,ORD,AMS,2025-01-13 18:00:00,2025-01-14 04:00:00,2,Clear,Technical Issue,Emirates
AI260,LHR,SIN,2025-02-16 21:00:00,2025-02-17 01:00:00,158,Storm,Weather,Air France
DE355,CDG,DXB,2025-02-19 19:00:00,2025-02-19 22:00:00,12,Clear,Security,Delta
DE429,CDG,SIN,2025-03-28 17:00:00,2025-03-28 20:00:00,62,Fog,Weather,Delta
AM573,CDG,LAX,2025-02-18 17:00:00,2025-02-19 01:00:00,4,Clear,Weather,American Airlines
DE285,LAX,CDG,2025-01-14 14:00:00,2025-01-14 16:00:00,20,Clear,Crew Issues,Delta
DE842,ATL,ORD,2025-02-22 06:00:00,2025-02-22 15:00:00,22,Clear,Weather,Delta
EM645,CDG,LAX,2025-03-14 00:00:00,2025-03-14 07:00:00,69,Storm,Air Traffic,Emirates
UN544,ATL,SIN,2025-03-09 09:00:00,2025-03-09 20:00:00,10,Snow,Weather,United
DE120,JFK,CDG,2025-01-16 02:00:00,2025-01-16 13:00:00,29,Clear,Weather,Delta
DE703,LAX,DFW,2025-01-17 08:00:00,2025-01-17 15:00:00,19,Clear,Air Traffic,Delta
AI912,DFW,LHR,2025-01-03 19:00:00,2025-01-04 02:00:00,22,Clear,Technical Issue,Air France
AM896,LAX,SIN,2025-01-14 21:00:00,2025-01-15 05:00:00,25,Clear,Technical Issue,American Airlines
AI958,SIN,JFK,2025-01-14 07:00:00,2025-01-14 12:00:00,15,Clear,Weather,Air France
LU281,DXB,ATL,2025-03-23 13:00:00,2025-03-23 16:00:00,136,Heavy Rain,Air Traffic,Lufthansa
LU698,SIN,AMS,2025-03-24 20:00:00,2025-03-25 00:00:00,10,Clear,Security,Lufthansa
LU487,ORD,AMS,2025-02-06 14:00:00,2025-02-06 17:00:00,11,Clear,Weather,Lufthansa
AM747,AMS,LAX,2025-02-07 22:00:00,2025-02-08 09:00:00,155,Storm,Weather,American Airlines
LU559,DFW,LAX,2025-02-24 17:00:00,2025-02-25 00:00:00,8,Clear,Crew Issues,Lufthansa
UN270,ORD,AMS,2025-02-08 13:00:00,2025-02-08 22:00:00,6,Clear,Weather,United
AI620,ORD,LHR,2025-01-21 19:00:00,2025-01-21 22:00:00,68,Fog,Weather,Air France
AM852,DXB,ORD,2025-02-04 04:00:00,2025-02-04 10:00:00,0,Clear,No Delay,American Airlines
UN498,JFK,ORD,2025-01-06 21:00:00,2025-01-07 01:00:00,11,Heavy Rain,Weather,United
AI382,LHR,JFK,2025-01-07 13:00:00,2025-01-07 15:00:00,5,Clear,Weather,Air France
LU943,LAX,DXB,2025-01-24 05:00:00,2025-01-24 08:00:00,23,Heavy Rain,Weather,Lufthansa
UN895,DXB,CDG,2025-03-12 22:00:00,2025-03-13 04:00:00,162,Heavy Rain,Air Traffic,United
AM199,LAX,ORD,2025-01-24 07:00:00,2025-01-24 18:00:00,52,Heavy Rain,Technical Issue,American Airlines
EM837,DFW,JFK,2025-02-18 01:00:00,2025-02-18 10:00:00,14,Clear,Weather,Emirates
LU211,LHR,DXB,2025-02-08 06:00:00,2025-02-08 12:00:00,3,Clear,Weather,Lufthansa
LU694,DXB,LHR,2025-01-28 04:00:00,2025-01-28 08:00:00,110,Storm,Weather,Lufthansa
AM157,CDG,ORD,2025-03-28 06:00:00,2025-03-28 14:00:00,109,Heavy Rain,Weather,American Airlines
AM138,DXB,ORD,2025-03-23 08:00:00,2025-03-23 19:00:00,13,Clear,Weather,American Airlines
AI851,LHR,DXB,2025-03-15 03:00:00,2025-03-15 07:00:00,27,Clear,Air Traffic,Air France
UN815,SIN,ORD,2025-01-30 21:00:00,2025-01-31 01:00:00,17,Clear,Security,United
UN837,AMS,LHR,2025-02-09 11:00:00,2025-02-09 14:00:00,1,Heavy Rain,Technical Issue,United
AM356,LHR,DXB,2025-03-01 00:00:00,2025-03-01 07:00:00,7,Clear,Security,American Airlines
DE475,ATL,JFK,2025-02-09 04:00:00,2025-02-09 06:00:00,24,Clear,Weather,Delta
AI251,LHR,ORD,2025-03-12 14:00:00,2025-03-12 20:00:00,24,Heavy Rain,Weather,Air France
AI235,LAX,LHR,2025-01-11 15:00:00,2025-01-12 00:00:00,2,Clear,Air Traffic,Air France
EM108,AMS,DFW,2025-02-09 01:00:00,2025-02-09 03:00:00,109,Heavy Rain,Air Traffic,Emirates
AM220,JFK,LAX,2025-03-18 20:00:00,2025-03-19 07:00:00,9,Storm,Air Traffic,American Airlines
AM111,JFK,DFW,2025-02-26 14:00:00,2025-02-26 23:00:00,16,Clear,Weather,American Airlines
EM317,SIN,DXB,2025-02-18 16:00:00,2025-02-19 02:00:00,117,Fog,Weather,Emirates
AM944,LHR,DXB,2025-01-01 23:00:00,2025-01-02 06:00:00,29,Clear,Air Traffic,American Airlines
DE669,ATL,LHR,2025-03-28 03:00:00,2025-03-28 08:00:00,21,Clear,Technical Issue,Delta
DE453,LHR,CDG,2025-02-24 06:00:00,2025-02-24 17:00:00,25,Clear,Technical Issue,Delta
LU754,LHR,CDG,2025-02-05 23:00:00,2025-02-06 01:00:00,158,Storm,Technical Issue,Lufthansa
AI958,CDG,JFK,2025-01-20 09:00:00,2025-01-20 15:00:00,7,Clear,Air Traffic,Air France
EM767,DXB,LHR,2025-03-26 12:00:00,2025-03-26 18:00:00,106,Heavy Rain,Weather,Emirates
EM218,DXB,ORD,2025-02-16 06:00:00,2025-02-16 14:00:00,66,Storm,Crew Issues,Emirates
AI481,LAX,LHR,2025-01-08 16:00:00,2025-01-08 21:00:00,80,Snow,Crew Issues,Air France
AI649,CDG,LHR,2025-03-05 17:00:00,2025-03-05 22:00:00,18,Heavy Rain,Technical Issue,Air France
LU707,DFW,SIN,2025-03-31 11:00:00,2025-03-31 19:00:00,8,Clear,Weather,Lufthansa
UN329,DXB,LHR,2025-01-18 14:00:00,2025-01-18 21:00:00,170,Heavy Rain,Weather,United
UN855,CDG,AMS,2025-03-03 04:00:00,2025-03-03 07:00:00,24,Clear,Weather,United
UN798,AMS,DXB,2025-03-17 20:00:00,2025-03-18 03:00:00,132,Storm,Weather,United
UN430,AMS,LHR,2025-03-05 07:00:00,2025-03-05 12:00:00,6,Clear,Weather,United
AI122,AMS,DXB,2025-02-02 21:00:00,2025-02-03 00:00:00,25,Clear,Technical Issue,Air France
LU257,CDG,LHR,2025-03-30 02:00:00,2025-03-30 09:00:00,112,Fog,Weather,Lufthansa
AI937,JFK,ATL,2025-03-25 17:00:00,2025-03-25 19:00:00,159,Snow,Security,Air France
UN280,DXB,LAX,2025-01-17 07:00:00,2025-01-17 16:00:00,39,Storm,Technical Issue,United
DE980,ORD,ATL,2025-02-16 05:00:00,2025-02-16 14:00:00,19,Clear,Weather,Delta
DE738,SIN,LHR,2025-02-24 00:00:00,2025-02-24 02:00:00,36,Heavy Rain,Security,Delta
AM546,SIN,JFK,2025-03-12 00:00:00,2025-03-12 08:00:00,10,Clear,Weather,American Airlines
DE495,ATL,DFW,2025-02-26 12:00:00,2025-02-26 20:00:00,4,Clear,Weather,Delta
LU942,LAX,CDG,2025-03-16 12:00:00,2025-03-16 15:00:00,24,Clear,Weather,Lufthansa
AI176,LAX,CDG,2025-03-18 04:00:00,2025-03-18 06:00:00,123,Fog,Security,Air France
AM425,DFW,LAX,2025-02-10 10:00:00,2025-02-10 19:00:00,25,Clear,Weather,American Airlines
LU897,LHR,LAX,2025-01-19 03:00:00,2025-01-19 14:00:00,56,Heavy Rain,Crew Issues,Lufthansa
AM580,LHR,SIN,2025-01-25 00:00:00,2025-01-25 02:00:00,17,Storm,Air Traffic,American Airlines
AM500,JFK,AMS,2025-03-25 00:00:00,2025-03-25 05:00:00,8,Clear,Air Traffic,American Airlines
AI871,LHR,ATL,2025-01-26 20:00:00,2025-01-26 22:00:00,24,Clear,Technical Issue,Air France
LU260,ATL,LHR,2025-01-21 12:00:00,2025-01-21 19:00:00,24,Clear,Air Traffic,Lufthansa
AM572,CDG,ATL,2025-03-22 20:00:00,2025-03-23 05:00:00,27,Clear,Crew Issues,American Airlines
DE190,ORD,JFK,2025-03-07 14:00:00,2025-03-07 21:00:00,17,Clear,Technical Issue,Delta
AM418,JFK,AMS,2025-03-31 12:00:00,2025-03-31 22:00:00,23,Clear,Air Traffic,American Airlines
LU547,JFK,ATL,2025-02-17 13:00:00,2025-02-17 15:00:00,20,Clear,Technical Issue,Lufthansa
AM285,DXB,SIN,2025-03-15 09:00:00,2025-03-15 16:00:00,42,Heavy Rain,Weather,American Airlines
EM178,DXB,DFW,2025-01-06 00:00:00,2025-01-06 07:00:00,104,Storm,Weather,Emirates
DE415,SIN,CDG,2025-02-20 23:00:00,2025-02-21 06:00:00,21,Clear,Air Traffic,Delta
DE240,ATL,LHR,2025-01-11 11:00:00,2025-01-11 22:00:00,138,Fog,Security,Delta
UN799,LAX,SIN,2025-02-27 23:00:00,2025-02-28 08:00:00,22,Clear,Weather,United
EM727,LAX,LHR,2025-01-15 02:00:00,2025-01-15 09:00:00,62,Heavy Rain,Technical Issue,Emirates
DE699,SIN,AMS,2025-02-16 17:00:00,2025-02-16 20:00:00,17,Clear,Technical Issue,Delta
AM164,LAX,DXB,2025-03-25 01:00:00,2025-03-25 12:00:00,29,Clear,Weather,American Airlines
LU994,LAX,DXB,2025-01-01 18:00:00,2025-01-01 21:00:00,28,Clear,Security,Lufthansa
LU962,AMS,ATL,2025-03-23 00:00:00,2025-03-23 02:00:00,35,Storm,Weather,Lufthansa
DE596,LHR,DXB,2025-03-18 23:00:00,2025-03-19 06:00:00,79,Storm,Weather,Delta
EM486,ORD,ATL,2025-02-12 04:00:00,2025-02-12 06:00:00,6,Clear,Weather,Emirates
LU190,ATL,ORD,2025-01-01 23:00:00,2025-01-02 10:00:00,16,Clear,Technical Issue,Lufthansa
LU991,DXB,AMS,2025-02-03 13:00:00,2025-02-03 15:00:00,83,Snow,Technical Issue,Lufthansa
DE745,CDG,ATL,2025-01-09 08:00:00,2025-01-09 15:00:00,9,Clear,Security,Delta
UN313,ORD,CDG,2025-03-21 04:00:00,2025-03-21 06:00:00,164,Heavy Rain,Weather,United
LU136,CDG,JFK,2025-03-07 14:00:00,2025-03-07 19:00:00,10,Clear,Crew Issues,Lufthansa
DE639,ATL,SIN,2025-03-18 17:00:00,2025-03-19 02:00:00,32,Heavy Rain,Air Traffic,Delta
DE936,ORD,SIN,2025-01-10 00:00:00,2025-01-10 11:00:00,110,Fog,Crew Issues,Delta
AM716,DXB,AMS,2025-03-05 08:00:00,2025-03-05 16:00:00,22,Clear,Crew Issues,American Airlines
UN268,AMS,CDG,2025-02-03 08:00:00,2025-02-03 10:00:00,69,Storm,Weather,United
LU545,SIN,ATL,2025-02-05 20:00:00,2025-02-06 05:00:00,15,Clear,Technical Issue,Lufthansa
EM164,AMS,ORD,2025-02-11 04:00:00,2025-02-11 07:00:00,166,Storm,Weather,Emirates
UN842,ATL,DFW,2025-01-10 22:00:00,2025-01-11 08:00:00,109,Heavy Rain,Security,United
EM718,SIN,AMS,2025-03-25 00:00:00,2025-03-25 02:00:00,14,Fog,Weather,Emirates
DE594,JFK,LAX,2025-01-13 13:00:00,2025-01-14 00:00:00,28,Clear,Technical Issue,Delta
AM119,DXB,CDG,2025-01-21 12:00:00,2025-01-21 15:00:00,29,Snow,Weather,American Airlines
DE314,DXB,LAX,2025-02-06 00:00:00,2025-02-06 05:00:00,121,Storm,Security,Delta
UN815,SIN,LAX,2025-02-12 09:00:00,2025-02-12 16:00:00,1,Clear,Weather,United
UN657,JFK,AMS,2025-03-13 15:00:00,2025-03-13 18:00:00,20,Clear,Weather,United
LU888,DFW,LAX,2025-01-19 14:00:00,2025-01-19 21:00:00,116,Storm,Weather,Lufthansa
UN858,LAX,SIN,2025-02-19 09:00:00,2025-02-19 12:00:00,8,Clear,Weather,United
EM278,ATL,LHR,2025-03-19 03:00:00,2025-03-19 14:00:00,6,Clear,Crew Issues,Emirates
AI444,JFK,LHR,2025-03-04 10:00:00,2025-03-04 20:00:00,127,Heavy Rain,Weather,Air France
EM518,ORD,SIN,2025-01-23 14:00:00,2025-01-24 00:00:00,15,Clear,Weather,Emirates
AI195,DXB,DFW,2025-02-01 21:00:00,2025-02-02 00:00:00,40,Heavy Rain,Technical Issue,Air France
AM481,AMS,DXB,2025-01-28 04:00:00,2025-01-28 14:00:00,9,Clear,Weather,American Airlines
DE384,SIN,AMS,2025-01-12 12:00:00,2025-01-12 14:00:00,1,Clear,Air Traffic,Delta
UN227,LAX,DFW,2025-01-14 01:00:00,2025-01-14 03:00:00,57,Heavy Rain,Weather,United
AI564,LAX,SIN,2025-03-04 18:00:00,2025-03-05 03:00:00,2,Clear,Weather,Air France
AM375,ATL,JFK,2025-01-14 18:00:00,2025-01-15 04:00:00,20,Clear,Weather,American Airlines
AI146,ORD,AMS,2025-02-16 13:00:00,2025-02-16 18:00:00,26,Clear,Technical Issue,Air France
UN713,DFW,ATL,2025-03-25 03:00:00,2025-03-25 13:00:00,8,Clear,Air Traffic,United
LU344,SIN,LHR,2025-02-27 18:00:00,2025-02-28 03:00:00,76,Heavy Rain,Weather,Lufthansa
DE251,LAX,LHR,2025-03-18 08:00:00,2025-03-18 10:00:00,111,Storm,Weather,Delta
AI563,LAX,JFK,2025-02-12 07:00:00,2025-02-12 12:00:00,11,Clear,Security,Air France
LU626,DFW,JFK,2025-03-04 10:00:00,2025-03-04 12:00:00,32,Storm,Crew Issues,Lufthansa
AI348,LAX,CDG,2025-03-19 00:00:00,2025-03-19 08:00:00,9,Clear,Air Traffic,Air France
DE939,AMS,SIN,2025-02-21 21:00:00,2025-02-22 06:00:00,1,Clear,Technical Issue,Delta
AI275,DXB,SIN,2025-02-26 22:00:00,2025-02-27 04:00:00,24,Clear,Security,Air France
DE437,ATL,JFK,2025-01-22 02:00:00,2025-01-22 09:00:00,3,Clear,Technical Issue,Delta
EM370,ORD,JFK,2025-03-06 10:00:00,2025-03-06 12:00:00,18,Clear,Weather,Emirates
UN741,ORD,AMS,2025-03-17 19:00:00,2025-03-18 01:00:00,25,Clear,Weather,United
LU308,LHR,CDG,2025-03-26 15:00:00,2025-03-27 01:00:00,154,Heavy Rain,Weather,Lufthansa
AM399,AMS,ATL,2025-03-06 17:00:00,2025-03-06 21:00:00,167,Snow,Technical Issue,American Airlines
AI464,ATL,JFK,2025-01-24 03:00:00,2025-01-24 07:00:00,9,Fog,Weather,Air France
DE225,LAX,AMS,2025-03-04 19:00:00,2025-03-05 05:00:00,24,Snow,Technical Issue,Delta
EM716,LAX,SIN,2025-02-18 13:00:00,2025-02-18 15:00:00,26,Clear,Security,Emirates
AI356,ORD,ATL,2025-01-23 08:00:00,2025-01-23 15:00:00,15,Clear,Security,Air France
AM171,SIN,DXB,2025-01-16 14:00:00,2025-01-17 01:00:00,15,Clear,Air Traffic,American Airlines
LU546,LAX,ORD,2025-01-27 09:00:00,2025-01-27 13:00:00,71,Storm,Technical Issue,Lufthansa
LU818,DFW,JFK,2025-03-09 00:00:00,2025-03-09 02:00:00,102,Storm,Weather,Lufthansa
AM684,LAX,ATL,2025-01-24 12:00:00,2025-01-24 21:00:00,14,Storm,Weather,American Airlines
DE681,ATL,JFK,2025-01-17 11:00:00,2025-01-17 22:00:00,174,Storm,Weather,Delta
UN204,CDG,DFW,2025-03-19 11:00:00,2025-03-19 19:00:00,19,Storm,Weather,United
LU200,SIN,LHR,2025-01-28 04:00:00,2025-01-28 12:00:00,10,Clear,Weather,Lufthansa
EM267,CDG,ATL,2025-01-09 06:00:00,2025-01-09 17:00:00,22,Fog,Crew Issues,Emirates
UN938,AMS,DXB,2025-02-20 00:00:00,2025-02-20 07:00:00,29,Clear,Weather,United
EM876,LAX,DXB,2025-03-11 06:00:00,2025-03-11 14:00:00,9,Clear,Crew Issues,Emirates
DE262,LHR,SIN,2025-01-13 02:00:00,2025-01-13 06:00:00,19,Clear,Weather,Delta
AI581,CDG,AMS,2025-03-26 00:00:00,2025-03-26 05:00:00,155,Fog,Crew Issues,Air France
EM172,ORD,LHR,2025-03-14 04:00:00,2025-03-14 09:00:00,25,Fog,Security,Emirates
AM886,DFW,DXB,2025-02-28 05:00:00,2025-02-28 16:00:00,12,Clear,Security,American Airlines
DE679,DFW,ORD,2025-01-24 12:00:00,2025-01-24 21:00:00,3,Clear,Technical Issue,Delta
AM638,ATL,SIN,2025-03-08 14:00:00,2025-03-08 17:00:00,16,Clear,Weather,American Airlines
AI213,DXB,LAX,2025-02-23 00:00:00,2025-02-23 08:00:00,40,Heavy Rain,Weather,Air France
AI360,ORD,DXB,2025-02-16 06:00:00,2025-02-16 17:00:00,16,Clear,Crew Issues,Air France
AI649,LHR,CDG,2025-03-24 19:00:00,2025-03-25 06:00:00,22,Heavy Rain,Weather,Air France
DE690,DXB,ATL,2025-01-27 10:00:00,2025-01-27 16:00:00,70,Fog,Crew Issues,Delta
AM307,SIN,AMS,2025-01-24 08:00:00,2025-01-24 19:00:00,13,Clear,Weather,American Airlines
UN635,JFK,CDG,2025-01-10 08:00:00,2025-01-10 18:00:00,13,Storm,Air Traffic,United
UN164,LHR,ATL,2025-01-24 04:00:00,2025-01-24 11:00:00,6,Clear,Security,United
AI436,CDG,ATL,2025-01-29 00:00:00,2025-01-29 03:00:00,138,Heavy Rain,Weather,Air France
DE729,ATL,DXB,2025-03-31 15:00:00,2025-03-31 21:00:00,10,Clear,Weather,Delta
UN424,AMS,LHR,2025-02-25 21:00:00,2025-02-26 03:00:00,17,Clear,Technical Issue,United
AI159,SIN,ATL,2025-02-01 01:00:00,2025-02-01 09:00:00,9,Clear,Security,Air France
EM482,JFK,LAX,2025-02-02 05:00:00,2025-02-02 15:00:00,26,Clear,Security,Emirates
EM827,DXB,SIN,2025-02-18 15:00:00,2025-02-19 00:00:00,55,Heavy Rain,Security,Emirates
AM512,AMS,SIN,2025-03-06 00:00:00,2025-03-06 11:00:00,48,Heavy Rain,Air Traffic,American Airlines
DE943,LAX,ORD,2025-03-14 23:00:00,2025-03-15 01:00:00,3,Clear,Weather,Delta
